StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,Q3,Q4,Q5_1,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_DO_1,Q8_DO_2,Q8_DO_3,Q8_DO_4,Q8_DO_5,Q8_DO_6,Q8_DO_7,Q8_DO_8,Q8_DO_9,Q8_DO_10,Q8_DO_11,Q8_DO_12,Q8_DO_13,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_DO_1,Q10_DO_2,Q10_DO_3,Q10_DO_4,Q10_DO_5,Q10_DO_6,Q10_DO_7,Q10_DO_8,Q10_DO_9,Q10_DO_10,Q10_DO_11,Q10_DO_12,Q10_DO_13,Q11,Q12_1_1,Q12_1_2,Q12_1_3,Q12_2_1,Q12_2_2,Q12_2_3,Q12_3_1,Q12_3_2,Q12_3_3,Q12_4_1,Q12_4_2,Q12_4_3,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_DO_1,Q17_DO_2,Q17_DO_3,Q17_DO_4,Q17_DO_5,Q17_DO_6,Q17_DO_7,Q17_DO_8,Q17_DO_9,Q17_DO_10,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_DO_1,Q23_DO_2,Q23_DO_3,Q23_DO_4,Q23_DO_5,Q23_DO_6,Q24_1,Q24_2,Q25_1,Q25_2,Q26_1,Q27_1,Q28_1,Q29_1,Q29_2,Q29_3,Q29_4,Q29_DO_1,Q29_DO_2,Q29_DO_3,Q29_DO_4,Q30_1,Q30_2,Q30_3,Q30_4,Q30_DO_1,Q30_DO_2,Q30_DO_3,Q30_DO_4,Q31_1,Q32_1,Q33_1,Q34_1,Q34_2,Q34_3,Q34_4,Q34_DO_1,Q34_DO_2,Q34_DO_3,Q34_DO_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_DO_1,Q35_DO_2,Q35_DO_3,Q35_DO_4,Q36_1,Q36_2,Q36_3,Q37_1,Q37_2,Q37_3,Q37_4,Q37_DO_1,Q37_DO_2,Q37_DO_3,Q37_DO_4,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q38_9,Q38_10,Q38_11,Q39_1,Q40_1,Q41,Q42_1,Q42_2,Q42_3,Q42_4,Q42_5,Q42_6,Q42_7,Q42_8,Q42_9,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q44_1,Q44_2,Q44_3,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46_1,Q47_1,Q48_1,Q48_2,Q48_3,Q48_4,Q50,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q53,Q54,Q54_8_TEXT,Q55,Q56_1,Q56_2,Q56_3,Q56_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q58,FL_23_DO_FTswithnothreat,FL_23_DO_FTswithStatusThreat,EizoNormBreaker_DO_Q16,EizoNormBreaker_DO_Q15,HeherHousing_DO_Q18,HeherHousing_DO_Q21,HeherHousing_DO_Q20,HeherHousing_DO_Q19,SexualAssaultExperiment_DO_Q23,SexualAssaultExperiment_DO_Q22,SexualAssaultScenarios_DO_Q25,SexualAssaultScenarios_DO_Q24,Hanora-Democrats_DO_Q28,Hanora-Democrats_DO_Q26,Hanora-Democrats_DO_Q27,Hanora-Dem-Followup_DO_Q30,Hanora-Dem-Followup_DO_Q29,HanoraExperiment_DO_Q33,HanoraExperiment_DO_Q32,HanoraExperiment_DO_Q31,Hanora-Rep-Followup_DO_Q35,Hanora-Rep-Followup_DO_Q34
10/30/2018 22:30,10/30/2018 23:19,100,2958,1,10/30/2018 23:19,R_vAYYcgjPTkAqqMF,1,1,1,1,72,1,2,0,0,5,0,9,50,60,2,51,69,100,0,89,9,12,8,2,5,11,7,4,1,6,3,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,,,,,,,,,1,,3,1,2,2,1,1,1,,5,2,4,5,1,2,5,5,5,5,1,2,7,4,10,6,3,1,5,9,8,100,,,,,,,,,,,,,,,,0,5,1,8,10,10,4,5,3,6,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,6,,,3,4,3,4,3,2,1,4,,,,,,,,,5,3,3,1,1,5,5,2,4,1,3,1,,,,,,,,,,,2,1,2,8,3,3,1,4,0,3,0,2,,,,,,,,,,,,,1,2,2,1,2,83,3.3,71,60,83,31,2,3,1,,,,,4,8,Communist,3,5,6,2,4,1,,,,,,1,1,,1,,1,,,,1,,1,,,,,,,,,1,,1
10/30/2018 22:46,10/30/2018 23:19,100,1945,1,10/30/2018 23:19,R_0PSEG5IgIbwuCBz,1,2,1,1,50,1,2,0,0,80,15,75,55,100,80,91,70,0,65,100,11,4,3,5,7,10,1,6,2,8,9,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,3,1,1,2,2,4,5,5,5,5,3,6,3,7,5,2,1,9,8,4,10,,,,,8,10,10,5,8,10,3,5,1,6,4,2,,,,,,,,,,,,,4,5,,,,,,3,3,3,3,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,7,7,2,4,1,3,,,1,1,1,,,,1,,1,1,1,2,7,2,3,1,1,2,4,3,1,,,,,,,1,,1,41,59,0,1,1,1,1,1,65,3.5,100,100,100,100,1,1,1,,,,,3,2,,2,3,6,3,3,1,,,,,,1,1,,1,,1,,,,,1,,1,,,1,,1,,,,,
10/30/2018 23:04,10/30/2018 23:20,100,946,1,10/30/2018 23:20,R_1l3IVNX2xoF8PQl,1,2,1,1,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,50,30,75,60,75,29,85,50,50,50,81,2,6,11,7,13,8,9,10,3,5,12,4,1,2,1,,,,,,1,,,1,,,1,1,2,1,2,1,1,,,2,3,2,3,,5,3,3,3,3,4,3,7,1,10,2,6,5,9,8,,,,,1,4,3,10,10,8,3,1,2,6,5,4,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,4,2,1,3,,,,,,,,,,,,,,,,,,,,4,3,2,2,3,3,5,4,3,2,1,,,,1,1,,1,,1,,,2,1,2,7,2,5,4,0,2,1,0,2,,,,,,,,,,,,,1,1,1,1,1,95,3.8,90,90,90,75,2,1,1,,,,,3,2,,3,2,2,2,2,,,,,,,1,,1,,1,,,1,,,1,1,,1,,,1,,,,,,
10/30/2018 23:13,10/30/2018 23:23,100,596,1,10/30/2018 23:23,R_XNdIdCPkluDi3ZL,1,3,2,3,77,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,29,,,,59,,100,,54,,,2,7,1,11,5,4,13,9,12,10,8,6,3,4,1,,,,,,,,,,,,2,2,2,2,2,2,2,,3,3,1,2,1,2,4,2,5,2,3,6,8,5,9,4,7,3,2,1,10,45,,,,,,,,,,,,,,,,0,6,2,6,6,5,1,3,5,6,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,56,,3,3,3,3,4,2,1,3,,,,,,,,,4,3,2,3,1,6,6,2,4,3,1,1,,,,,,,,,,,5,1,3,7,8,12,5,12,2,4,,4,,,,,,,,,,,,,1,2,1,1,2,54,2.1,93,,76,56,2,1,,,,,1,3,4,,4,1,3,1,1,,1,,,,,2,,1,1,,1,,,,1,,,1,,,,,,,1,,,1
10/30/2018 23:14,10/30/2018 23:24,100,595,1,10/30/2018 23:24,R_2VQOVfZMpHd6fCh,1,1,2,1,50,1,2,9,4,3,12,83,73,30,16,6,30,50,14,7,12,4,10,9,8,2,6,11,13,3,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,1,,,1,,1,1,2,1,1,1,1,,2,1,2,1,2,4,5,4,5,1,3,3,5,9,1,4,8,7,10,2,6,40,,,,,,,,,,,,,,,,4,10,7,10,10,10,5,3,1,6,2,4,,,4,1,,47,,2,3,3,3,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,2,2,5,2,4,3,1,1,,,,,1,1,,,,,2,4,1,9,1,4,1,1,0,3,,,,,,,,,,,,,,,1,1,1,1,2,90,3.4,9,9,26,41,2,1,1,,,,,5,3,,1,2,3,2,2,1,,1,,,,2,1,,1,,1,,,,1,,1,,,,1,,1,,,,,
10/30/2018 23:12,10/30/2018 23:25,100,765,1,10/30/2018 23:25,R_BJRwHJh8txkyqf7,1,3,2,2,64,1,2,0,0,23,0,8,36,6,22,2,79,100,0,95,5,3,8,9,11,12,6,4,10,13,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,,,,1,1,1,1,1,1,2,1,2,2,1,1,1,,2,1,2,2,5,3,5,4,4,2,2,1,5,10,2,6,3,9,8,7,4,,,,98,6,7,6,6,10,8,3,4,1,6,5,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,76,3,2,2,2,2,4,1,3,,,,,,,,,3,2,2,1,1,7,7,4,1,3,2,,,,1,,,,1,,,1,3,1,1,8,2,3,3,,2,,3,3,1,,,,,,1,,1,,21,78,1,1,1,1,2,94,3.6,25,66,49,78,2,1,1,,,1,,4,8,Communist,1,5,3,2,7,1,,1,,,,2,1,,1,,,1,,,,1,,1,,,,,,1,,,,1
10/30/2018 23:11,10/30/2018 23:25,100,824,1,10/30/2018 23:25,R_1pWKYCMyc9g3XAW,1,2,1,1,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,50,100,100,90,50,0,0,50,90,100,1,5,12,8,10,6,11,9,7,4,13,3,2,2,1,,,,,,,,,1,,,2,2,2,1,,1,2,2,,2,2,1,2,2,3,4,4,1,2,9,8,5,1,10,6,7,4,2,3,,30,,,4,8,5,10,10,8,1,4,6,3,2,5,,,,,,,,,,,,,1,2,,,,,,5,1,4,4,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,1,6,6,1,4,3,2,,,1,1,,,1,,,,,1,4,3,4,10,12,9,,6,5,0,8,,,,,,,,,,,,,1,1,1,1,1,91,3,83,51,90,30,1,2,,1,,,,4,2,,4,2,2,2,2,1,,,,,,2,,1,,1,,,,1,,1,,1,,1,,,1,,,,,
10/30/2018 23:13,10/30/2018 23:28,100,865,1,10/30/2018 23:28,R_1M5m036xW3ZQKus,1,4,2,1,50,1,2,0,0,0,0,80,95,80,0,0,80,0,80,95,9,5,10,12,3,8,4,11,13,1,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,1,,,1,,,4,2,2,2,2,2,2,4,,2,3,2,2,2,4,3,4,2,3,3,9,2,7,8,5,1,4,6,10,,,50,,,,,,,,,,,,,,0,6,7,6,4,6,6,2,5,1,3,4,,,2,2,,,,,,,,,,,,4,2,3,4,3,4,1,2,,,,,,,,,,,,,,,,,,,,2,4,2,3,4,5,4,4,1,3,2,,1,,,,,1,,,1,,1,1,3,6,2,6,2,2,,2,3,1,1,,1,,,,,,,70,16,16,1,2,1,1,2,95,3.9,70,70,70,70,1,1,,,,1,,1,2,,4,2,2,1,3,,1,,,,,2,1,,,1,,,1,,1,,1,,,,1,1,,,,,,
10/30/2018 22:39,10/30/2018 23:31,100,3121,1,10/30/2018 23:31,R_1kM6Jh69oMIMCwY,1,1,1,1,20,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,100,0,90,100,66,31,53,66,52,50,100,7,11,1,10,5,13,8,12,2,4,3,9,6,1,1,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,2,,2,1,2,2,2,5,5,4,2,2,3,6,8,4,9,2,10,7,1,5,,,95,,4,9,10,10,10,10,1,6,4,3,5,2,,,,,,,,,,,,,1,1,,,0,,,4,2,1,4,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,1,7,5,3,1,4,2,,,,1,,,,,,,,4,2,2,5,3,3,6,2,0,4,0,0,,,,,,,,,,,,,2,2,2,2,2,71,2.8,100,100,100,62,2,1,1,,,,,3,2,,2,3,3,3,1,1,,1,,1,,2,,1,,1,,,1,,,1,,1,,1,,,1,,,,,
10/30/2018 23:20,10/30/2018 23:31,100,656,1,10/30/2018 23:31,R_1IWYRYRpGXqWNvG,1,3,3,1,60,1,2,0,0,69,16,81,69,81,39,100,50,54,56,51,11,10,5,4,13,6,8,3,9,2,12,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,2,2,2,1,2,,4,2,4,3,2,2,5,5,4,2,4,5,7,9,6,1,3,4,2,8,10,86,,,,,,,,,,,,,,,,5,9,7,9,9,9,4,6,5,1,2,3,,,2,2,,,80,,,,,,,,,2,2,3,2,1,2,4,3,,,,,,,,,,,,,,,,,,,,4,3,2,2,2,6,6,3,2,4,1,,,,1,1,1,,,,,1,4,1,2,5,2,2,5,1,1,4,,4,,,,,,,,,,,,,1,1,1,2,1,80,3.6,71,71,68,100,2,1,1,,,1,,3,2,,2,1,1,1,1,,1,,,,,2,1,,1,,1,,,,1,,1,,1,,,1,,,,,,
10/30/2018 23:21,10/30/2018 23:32,100,629,1,10/30/2018 23:32,R_3fwxPfxs5JthKol,1,5,5,3,71,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,,44,73,54,100,54,2,6,46,46,100,5,7,2,9,10,1,11,4,6,8,12,13,3,3,,,,,,,,,,1,1,1,3,2,2,2,2,2,2,5,,2,3,1,2,4,5,3,5,1,3,1,4,3,7,8,2,10,6,9,5,,50,,,,,,,,,,,,,,,2,10,1,5,7,8,2,3,5,1,6,4,3,3,,,29,,,4,2,2,4,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,2,6,6,4,2,1,3,,,,1,,,,,,,1,1,3,1,7,1,4,8,,,2,,1,,,,,,,,,,,,,2,1,1,2,2,72,3.3,100,100,100,100,1,1,1,,,,,4,2,,4,3,2,2,1,,1,,,,,1,,1,,1,,,,1,1,,,1,,1,,,1,,,,,
10/30/2018 23:17,10/30/2018 23:32,100,919,1,10/30/2018 23:32,R_Tq4Ku4puTHUJeQp,1,2,1,1,50,1,2,0,0,80,0,84,91,80,50,50,42,71,40,80,1,3,11,12,7,8,2,6,13,9,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,1,,,1,,,2,1,2,2,1,1,1,4,,3,2,2,2,2,5,2,4,1,3,4,6,3,1,9,7,8,2,5,10,,,,50,5,10,10,10,10,10,4,2,3,6,1,5,,,,,,,,,,,,,1,1,,,,11,,,,,,,,,,,3,3,4,2,1,4,3,,,,,,,,,,,,,,,,,,,,4,3,3,2,2,6,6,2,3,1,4,,,,,1,1,1,,,,,2,1,2,6,3,4,4,1,7,2,,1,,,,,,,,,,,,,1,1,1,1,1,95,3.9,15,71,31,76,2,3,1,,,,,4,2,,3,5,7,4,7,1,,,1,,,2,1,,,1,,1,,,,1,,1,,,1,1,,,,,,
10/30/2018 23:27,10/30/2018 23:33,100,403,1,10/30/2018 23:33,R_SSJRH8e3c8cylbP,1,1,3,2,31,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,74,35,87,77,55,37,62,59,86,67,80,6,13,11,7,10,5,3,12,2,4,9,8,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1,1,1,4,4,4,2,5,2,5,10,8,1,6,3,7,4,5,2,9,,100,,,7,8,10,10,10,10,5,2,6,4,1,3,,,,,,,,,,,,,1,1,,,,,74,2,3,4,2,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,1,1,7,7,1,4,3,2,,1,,1,,1,,,,,,3,3,1,6,3,5,3,1,2,6,0,3,,,,,,,,,,,,,1,1,1,1,1,83,3.6,62,76,63,88,2,1,1,,,,,5,1,,1,5,3,3,2,1,,1,,,,2,,1,,1,,,,1,,1,,1,1,,,,1,,,,,
10/30/2018 23:21,10/30/2018 23:38,100,1053,1,10/30/2018 23:38,R_tXlQ5uMNJMcRIZj,1,4,1,1,55,2,2,30,31,50,60,40,41,75,65,40,30,32,71,60,13,8,5,2,4,10,12,6,11,9,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,1,,,4,2,2,2,2,1,2,,3,2,4,1,2,5,3,5,5,2,5,3,4,6,9,1,10,8,2,5,7,,,,55,,,,,,,,,,,,,5,8,7,5,8,10,2,3,4,1,5,6,,,3,4,,,,,,,,,,,,,,,,,,,,,,100,1,5,1,1,2,4,3,1,,,,,,,,,3,4,3,1,5,6,5,2,3,1,4,1,,,,,,,,,,,2,2,3,8,2,5,2,2,0,2,1,1,,,,,,,,,,,,,1,2,1,1,2,51,2.7,86,70,83,70,2,1,1,,,,,4,6,,4,,,,,,1,,,,,2,1,,1,,,1,,,1,,1,,,,,,,1,,,,1
10/30/2018 23:33,10/30/2018 23:39,100,316,1,10/30/2018 23:39,R_1rc8177HFsxifnN,1,5,2,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,32,30,100,,,,33,0,,,31,3,5,13,2,1,7,9,4,11,6,8,10,12,3,1,1,,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,8,7,5,1,3,4,6,2,9,10,,,,,,,,,,,,,,,,,,,,,,,3,2,5,6,4,1,,,,,,,,,,,,,,,,,,,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,1,,,,1,,,1,,,3,3,3,7,5,4,1,1,1,6,,4,,,,,,,,,,,,,1,2,2,2,2,,2.8,68,,,98,1,2,1,,,,,5,2,,4,3,2,4,7,,,,,,1,1,,1,1,,1,,,,1,,,1,1,,,1,,,,,,
10/30/2018 23:26,10/30/2018 23:39,100,790,1,10/30/2018 23:40,R_2WBjfjzIElvthwp,1,1,2,1,41,1,2,0,0,69,0,42,60,60,5,78,70,86,19,74,8,6,4,2,11,1,5,13,3,9,7,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,2,2,2,2,2,1,1,,4,2,4,4,4,2,5,4,5,5,4,8,3,10,5,7,4,1,2,6,9,,,90,,3,8,5,6,8,10,1,2,6,4,3,5,,,,,,,,,,,,,3,3,,,8,,,4,3,1,5,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,1,7,7,4,2,1,3,,1,,1,,1,,,,,,2,,2,8,2,5,3,2,1,1,,2,,,,,,,,,,,,,1,2,,1,1,50,2.8,50,50,50,51,1,1,1,,,,,5,1,,3,2,2,2,2,1,1,1,,,,1,1,,1,,,,1,,,1,,1,,1,,,1,,,,,
10/30/2018 23:23,10/30/2018 23:41,100,1084,1,10/30/2018 23:41,R_1QmwFpHG3zzLJRK,1,2,1,1,75,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,5,50,20,55,90,80,50,50,50,60,20,70,5,8,13,11,12,2,1,3,4,6,9,10,7,2,1,,,,,,,1,,,1,,3,2,2,2,2,1,1,2,,1,1,4,2,4,5,3,5,2,3,4,2,5,1,10,6,3,7,8,9,,,90,,,,,,,,,,,,,,8,10,9,10,9,10,6,2,5,3,4,1,,,1,1,,9,,,,,,,,,,3,2,2,4,1,2,3,4,,,,,,,,,,,,,,,,,,,,4,2,3,3,5,5,5,2,1,3,4,,,,,,,,,,,,2,1,2,8,1,2,2,1,1,3,2,3,,,1,,,,1,,,30,40,80,1,2,2,2,2,71,2.3,81,79,75,80,2,2,1,,,,,4,2,,3,,,,,,1,,,,,2,,1,,1,,,1,,1,,1,,,,1,1,,,,,,
10/30/2018 23:30,10/30/2018 23:41,100,642,1,10/30/2018 23:41,R_1LZJgYJSlBoBBdd,1,4,2,3,80,4,1,73,21,0,84,80,80,100,58,88,0,43,81,76,8,9,11,6,3,5,12,4,7,10,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,1,,,1,,,1,2,2,2,2,1,2,,3,1,2,2,2,4,4,3,3,2,4,2,10,3,9,4,7,8,6,1,5,,60,,,,,,,,,,,,,,,6,9,7,10,10,9,5,3,6,4,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,2,3,2,2,1,2,4,3,4,1,1,4,1,6,5,2,3,1,4,,,,1,,,1,,1,1,,4,2,2,8,1,4,5,3,3,3,,3,,,,,,,,,,,,,1,1,1,1,1,94,3.1,79,80,82,86,2,1,,1,,,,3,4,,2,1,1,1,1,1,,,,,,1,1,,1,,,,,1,1,,,1,,,,,,,,1,1,
10/30/2018 23:24,10/30/2018 23:42,100,1108,1,10/30/2018 23:42,R_1ouwwq89vhzSdgZ,1,4,5,3,61,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,70,60,,65,0,40,50,91,6,5,3,7,8,10,11,9,12,2,4,1,13,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,,,3,1,1,1,2,4,5,2,5,4,5,8,7,1,6,3,5,2,10,4,9,,,,65,0,10,3,10,8,5,2,1,3,5,6,4,,,,,,,,,,,,,,,1,1,,,,3,3,3,3,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,1,5,5,3,4,2,1,,,,1,,,,,,,,3,1,2,7,4,3,7,0,1,5,0,5,,,,,,,,,,,,,1,2,1,1,2,71,3.4,86,87,88,88,2,1,,,,1,,2,4,,3,,,,,,,1,,1,,1,,1,1,,,1,,,,1,1,,,1,,,1,,,,,
10/30/2018 23:30,10/30/2018 23:43,100,749,1,10/30/2018 23:43,R_1kYcvnTp63vtzN0,1,1,1,1,48,1,2,13,0,2,27,76,48,100,33,48,0,52,91,98,3,13,8,11,2,5,12,9,4,7,10,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,1,,,1,1,1,1,1,1,,2,,1,1,1,3,5,5,5,2,5,4,2,7,4,1,9,8,10,6,5,3,,,,50,0,9,4,10,6,2,2,5,6,4,3,1,,,,,,,,,,,,,,,1,1,,83,,,,,,,,,,2,4,4,2,4,3,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,3,6,6,6,1,4,2,3,,,,1,,,,1,,,1,1,2,3,12,3,2,2,,,,,5,,,,,,,,,,,,,2,1,1,1,1,99,3.5,100,100,100,100,1,1,,,,,1,2,3,,4,,,,,,,1,,,,2,1,,,1,,1,,,,1,1,,,,1,1,,,,,,
10/30/2018 22:07,10/30/2018 23:43,100,5777,1,10/30/2018 23:43,R_3oHjSa9pHEekGTj,1,1,2,2,50,1,2,0,0,100,30,100,100,100,100,60,100,70,30,67,8,11,4,5,2,1,6,3,9,7,10,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2,1,1,1,1,,4,2,1,2,2,3,4,5,5,3,3,7,4,10,3,9,6,1,2,8,5,82,,,,,,,,,,,,,,,,6,8,6,8,9,9,1,6,2,5,3,4,2,2,,,,91,,2,4,4,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,7,7,1,1,2,3,4,1,,,,1,,,,,,,1,1,2,3,6,3,5,6,2,1,3,0,1,,,,,,,,,,,,,1,2,2,2,2,80,3.3,39,50,72,50,2,1,1,,,,,3,2,,4,,,,,1,,,,,,2,1,,1,,1,,,,1,,,1,,,1,,1,,,,,
10/30/2018 23:34,10/30/2018 23:44,100,603,1,10/30/2018 23:44,R_3exi4gdnXnrLrby,1,4,2,1,65,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,50,50,31,41,34,10,35,55,3,31,70,100,4,9,2,12,5,3,7,6,13,8,10,11,1,3,,1,1,,,,,,,,,,1,2,2,2,2,1,2,4,,1,2,2,4,5,5,4,5,1,5,5,10,8,4,7,9,2,1,6,3,,50,,,,,,,,,,,,,,,3,2,3,3,7,4,3,4,5,2,6,1,3,2,,,,,25,,,,,,,,,2,4,4,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,6,6,4,2,1,3,1,1,,,,1,,,1,,,5,2,1,8,1,3,4,4,0,2,,2,,,,,,,,,,,,,1,1,1,1,2,70,3.6,100,100,100,81,1,1,1,,,,,5,3,,1,2,2,2,7,1,,,,,,1,,1,,1,,,,1,1,,,1,1,,,1,,,,,,
10/30/2018 23:32,10/30/2018 23:44,100,746,1,10/30/2018 23:44,R_2E4pRrdqlWtYG46,1,5,5,3,15,4,1,45,35,50,50,50,50,50,50,50,75,20,70,70,1,7,13,2,10,6,8,12,9,11,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,2,2,2,2,1,2,4,,1,3,1,5,3,4,4,5,2,5,9,2,10,5,8,3,7,6,1,4,,,70,,6,10,10,7,8,7,4,2,3,6,1,5,,,,,,,,,,,,,3,2,,,20,,,,,,,,,,,3,1,3,4,1,2,3,4,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,3,2,3,4,1,,,,1,,,,,,,1,1,3,1,6,3,7,4,1,1,2,,12,,,,,,,,,,,,,1,1,1,2,1,60,3.5,80,90,50,93,1,1,,,,1,,4,3,,2,3,6,6,3,,1,,,,,2,1,,,1,,,1,,,1,,1,,1,,1,,,,,,
10/30/2018 23:31,10/30/2018 23:45,100,828,1,10/30/2018 23:45,R_3PBQxshtCsqdyk2,1,4,2,2,61,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,13,40,60,60,94,18,35,1,20,70,90,1,11,5,10,9,13,6,3,8,2,12,4,7,3,1,,1,,,,,,,,,1,4,2,2,2,2,2,1,,5,2,2,2,2,2,5,2,4,2,4,1,4,2,5,3,10,7,6,9,8,,,40,,3,7,10,7,6,10,1,6,3,4,2,5,,,,,,,,,,,,,,,1,1,,,19,4,2,2,4,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,5,6,3,3,3,4,1,2,,,,1,,1,,,,,1,2,1,1,7,2,3,5,0,3,1,0,1,,,,,,,,,,,,,1,1,1,1,1,80,3.9,25,66,30,66,2,1,1,,,,,4,5,,1,3,3,2,2,,1,1,,,,1,,1,1,,,,1,,,1,1,,1,,,,1,,,,,
10/30/2018 23:19,10/30/2018 23:46,100,1645,1,10/30/2018 23:46,R_3qs121n3hO886nY,1,5,2,2,65,1,2,0,0,50,0,0,0,60,0,75,50,50,60,60,13,5,3,12,6,10,1,7,2,9,11,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,1,,,1,2,2,2,2,2,1,2,,5,1,3,3,2,4,5,3,5,1,5,3,4,9,6,8,5,7,2,10,1,,50,,,,,,,,,,,,,,,2,8,5,10,7,2,5,6,4,1,3,2,,,3,3,50,,,,,,,,,,,3,3,3,3,2,1,3,4,,,,,,,,,,,,,,,,,,,,4,3,3,1,1,7,7,4,1,2,3,,,,1,,,,,,,,3,1,2,6,3,6,5,0,1,3,1,3,,,,,,,1,,1,0,90,10,2,2,2,2,2,80,3.3,70,70,100,70,1,1,1,1,,,,2,3,,3,6,3,3,7,,1,1,,,,2,1,,1,,,,,1,1,,1,,,1,,1,,,,,,
